order_number,product_key,customer_key,order_date,ship_date,due_date,sales_amount,quantity,price
SO44192,29,2571,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
SO44193,29,17165,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
SO44194,32,6065,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
SO44195,30,6250,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
SO44196,31,6296,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
SO44197,29,17097,2011-03-15,2011-03-22,2011-03-27,3578,1,3578
SO44198,32,17151,2011-03-15,2011-03-22,2011-03-27,3578,1,3578
SO44199,30,6260,2011-03-15,2011-03-22,2011-03-27,3578,1,3578
SO44200,28,6313,2011-03-15,2011-03-22,2011-03-27,3578,1,3578
SO44201,30,1255,2011-03-16,2011-03-23,2011-03-28,3578,1,3578
SO44202,28,17160,2011-03-16,2011-03-23,2011-03-28,3578,1,3578
SO44203,29,17150,2011-03-16,2011-03-23,2011-03-28,3578,1,3578
SO44204,90,3581,2011-03-16,2011-03-23,2011-03-28,699,1,699
SO44205,29,6286,2011-03-16,2011-03-23,2011-03-28,3578,1,3578
SO44206,10,251,2011-03-17,2011-03-24,2011-03-29,3400,1,3400
SO44207,30,17163,2011-03-17,2011-03-24,2011-03-29,3578,1,3578
SO44208,10,14880,2011-03-17,2011-03-24,2011-03-29,3400,1,3400
SO44209,28,6258,2011-03-17,2011-03-24,2011-03-29,3578,1,3578
SO44210,32,2784,2011-03-18,2011-03-25,2011-03-30,3578,1,3578
SO44211,30,17155,2011-03-18,2011-03-25,2011-03-30,3578,1,3578
SO44212,29,17171,2011-03-18,2011-03-25,2011-03-30,3578,1,3578
SO44213,32,6352,2011-03-18,2011-03-25,2011-03-30,3578,1,3578
SO44214,28,6333,2011-03-18,2011-03-25,2011-03-30,3578,1,3578
SO44215,29,17181,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44216,31,2561,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44217,32,17149,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44218,28,11110,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44219,85,3591,2011-03-19,2011-03-26,2011-03-31,699,1,699
SO44220,8,61,2011-03-19,2011-03-26,2011-03-31,3400,1,3400
SO44221,31,6256,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44222,28,6259,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44223,32,2848,2011-03-20,2011-03-27,2011-04-01,3578,1,3578
SO44224,31,17167,2011-03-20,2011-03-27,2011-04-01,3578,1,3578
SO44225,95,9061,2011-03-21,2011-03-28,2011-04-02,699,1,699
SO44226,30,1256,2011-03-21,2011-03-28,2011-04-02,3578,1,3578
SO44227,4,17402,2011-03-21,2011-03-28,2011-04-02,3375,1,3375
SO44228,7,334,2011-03-21,2011-03-28,2011-04-02,3400,1,3400
SO44229,7,14887,2011-03-21,2011-03-28,2011-04-02,3400,1,3400
SO44230,29,6242,2011-03-21,2011-03-28,2011-04-02,3578,1,3578
SO44231,89,6974,2011-03-21,2011-03-28,2011-04-02,699,1,699
SO44232,29,6335,2011-03-21,2011-03-28,2011-04-02,3578,1,3578
SO44233,32,2842,2011-03-22,2011-03-29,2011-04-03,3578,1,3578
SO44234,29,17185,2011-03-22,2011-03-29,2011-04-03,3578,1,3578
SO44235,30,11118,2011-03-22,2011-03-29,2011-04-03,3578,1,3578
SO44236,29,17192,2011-03-22,2011-03-29,2011-04-03,3578,1,3578
SO44237,32,6057,2011-03-22,2011-03-29,2011-04-03,3578,1,3578
SO44238,28,6080,2011-03-22,2011-03-29,2011-04-03,3578,1,3578
SO44239,28,1218,2011-03-23,2011-03-30,2011-04-04,3578,1,3578
SO44240,28,2581,2011-03-23,2011-03-30,2011-04-04,3578,1,3578
SO44241,30,17156,2011-03-23,2011-03-30,2011-04-04,3578,1,3578
SO44242,30,17164,2011-03-23,2011-03-30,2011-04-04,3578,1,3578
SO44243,29,6279,2011-03-23,2011-03-30,2011-04-04,3578,1,3578
SO44244,29,6330,2011-03-23,2011-03-30,2011-04-04,3578,1,3578
SO44245,93,14557,2011-03-23,2011-03-30,2011-04-04,699,1,699
SO44246,29,1220,2011-03-24,2011-03-31,2011-04-05,3578,1,3578
SO44247,32,6234,2011-03-24,2011-03-31,2011-04-05,3578,1,3578
SO44248,30,6241,2011-03-24,2011-03-31,2011-04-05,3578,1,3578
SO44249,30,2846,2011-03-25,2011-04-01,2011-04-06,3578,1,3578
SO44250,29,17168,2011-03-25,2011-04-01,2011-04-06,3578,1,3578
SO44251,28,17191,2011-03-25,2011-04-01,2011-04-06,3578,1,3578
SO44252,29,2778,2011-03-26,2011-04-02,2011-04-07,3578,1,3578
SO44253,32,17100,2011-03-26,2011-04-02,2011-04-07,3578,1,3578
SO44254,31,17143,2011-03-26,2011-04-02,2011-04-07,3578,1,3578
SO44255,86,3586,2011-03-26,2011-04-02,2011-04-07,699,1,699
SO44256,29,6233,2011-03-26,2011-04-02,2011-04-07,3578,1,3578
SO44257,30,1213,2011-03-27,2011-04-03,2011-04-08,3578,1,3578
SO44258,32,2580,2011-03-27,2011-04-03,2011-04-08,3578,1,3578
SO44259,29,17172,2011-03-27,2011-04-03,2011-04-08,3578,1,3578
SO44260,29,17195,2011-03-27,2011-04-03,2011-04-08,3578,1,3578
SO44261,29,11113,2011-03-27,2011-04-03,2011-04-08,3578,1,3578
SO44262,95,9150,2011-03-27,2011-04-03,2011-04-08,699,1,699
SO44263,32,6280,2011-03-27,2011-04-03,2011-04-08,3578,1,3578
SO44264,30,6287,2011-03-27,2011-04-03,2011-04-08,3578,1,3578
SO44265,94,14558,2011-03-27,2011-04-03,2011-04-08,699,1,699
SO44266,90,14560,2011-03-27,2011-04-03,2011-04-08,699,1,699
SO44267,90,8340,2011-03-28,2011-04-04,2011-04-09,699,1,699
SO44268,29,2821,2011-03-28,2011-04-04,2011-04-09,3578,1,3578
SO44269,91,3590,2011-03-29,2011-04-05,2011-04-10,699,1,699
SO44270,31,2795,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44271,31,2847,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44272,28,1257,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44273,28,17148,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44274,31,17153,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44275,28,6257,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44276,30,6278,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44277,28,6289,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44278,32,6294,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44279,30,6327,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44320,31,3430,2011-03-31,2011-04-07,2011-04-12,3578,1,3578
SO44321,28,17223,2011-03-31,2011-04-07,2011-04-12,3578,1,3578
SO44322,92,6976,2011-03-31,2011-04-07,2011-04-12,699,1,699
SO44323,7,73,2011-03-31,2011-04-07,2011-04-12,3400,1,3400
SO44324,28,1268,2011-04-01,2011-04-08,2011-04-13,3578,1,3578
SO44325,6,96,2011-04-01,2011-04-08,2011-04-13,3375,1,3375
SO44326,29,6729,2011-04-01,2011-04-08,2011-04-13,3578,1,3578
SO44327,31,17599,2011-04-02,2011-04-09,2011-04-14,3578,1,3578
SO44328,32,6922,2011-04-02,2011-04-09,2011-04-14,3578,1,3578
SO44329,28,6905,2011-04-02,2011-04-09,2011-04-14,3578,1,3578
SO44330,29,17200,2011-04-02,2011-04-09,2011-04-14,3578,1,3578
SO44331,28,17258,2011-04-03,2011-04-10,2011-04-15,3578,1,3578
SO44332,32,6511,2011-04-03,2011-04-10,2011-04-15,3578,1,3578
SO44333,8,344,2011-04-04,2011-04-11,2011-04-16,3400,1,3400
SO44334,28,17274,2011-04-04,2011-04-11,2011-04-16,3578,1,3578
SO44335,96,9166,2011-04-04,2011-04-11,2011-04-16,699,1,699
SO44336,8,14896,2011-04-04,2011-04-11,2011-04-16,3400,1,3400
SO44337,6,98,2011-04-04,2011-04-11,2011-04-16,3375,1,3375
SO44338,31,7189,2011-04-04,2011-04-11,2011-04-16,3578,1,3578
SO44339,28,7190,2011-04-04,2011-04-11,2011-04-16,3578,1,3578
SO44340,31,6355,2011-04-04,2011-04-11,2011-04-16,3578,1,3578
SO44341,3,14906,2011-04-05,2011-04-12,2011-04-17,3375,1,3375
SO44342,94,3611,2011-04-05,2011-04-12,2011-04-17,699,1,699
SO44343,31,6921,2011-04-05,2011-04-12,2011-04-17,3578,1,3578
SO44344,32,3428,2011-04-06,2011-04-13,2011-04-18,3578,1,3578
SO44345,30,17201,2011-04-06,2011-04-13,2011-04-18,3578,1,3578
SO44346,90,3603,2011-04-06,2011-04-13,2011-04-18,699,1,699
SO44347,29,6912,2011-04-06,2011-04-13,2011-04-18,3578,1,3578
SO44348,30,3160,2011-04-07,2011-04-14,2011-04-19,3578,1,3578
SO44349,28,17244,2011-04-07,2011-04-14,2011-04-19,3578,1,3578
SO44350,29,17245,2011-04-07,2011-04-14,2011-04-19,3578,1,3578
SO44351,31,17272,2011-04-07,2011-04-14,2011-04-19,3578,1,3578
SO44352,28,17298,2011-04-07,2011-04-14,2011-04-19,3578,1,3578
SO44353,91,3592,2011-04-07,2011-04-14,2011-04-19,699,1,699
SO44354,90,3604,2011-04-07,2011-04-14,2011-04-19,699,1,699
SO44355,10,94,2011-04-07,2011-04-14,2011-04-19,3400,1,3400
SO44356,8,100,2011-04-07,2011-04-14,2011-04-19,3400,1,3400
SO44357,32,6512,2011-04-07,2011-04-14,2011-04-19,3578,1,3578
SO44358,32,6733,2011-04-07,2011-04-14,2011-04-19,3578,1,3578
SO44359,28,3526,2011-04-08,2011-04-15,2011-04-20,3578,1,3578
SO44360,28,3159,2011-04-08,2011-04-15,2011-04-20,3578,1,3578
SO44361,32,2687,2011-04-08,2011-04-15,2011-04-20,3578,1,3578
SO44362,32,17260,2011-04-08,2011-04-15,2011-04-20,3578,1,3578
SO44363,29,17286,2011-04-08,2011-04-15,2011-04-20,3578,1,3578
SO44364,3,93,2011-04-08,2011-04-15,2011-04-20,3375,1,3375
SO44365,30,6913,2011-04-08,2011-04-15,2011-04-20,3578,1,3578
SO44366,30,6503,2011-04-08,2011-04-15,2011-04-20,3578,1,3578
SO44367,92,14563,2011-04-08,2011-04-15,2011-04-20,699,1,699
SO44368,31,3151,2011-04-09,2011-04-16,2011-04-21,3578,1,3578
SO44369,32,17251,2011-04-09,2011-04-16,2011-04-21,3578,1,3578
SO44370,30,7194,2011-04-09,2011-04-16,2011-04-21,3578,1,3578
SO44371,28,6515,2011-04-09,2011-04-16,2011-04-21,3578,1,3578
SO44372,32,6737,2011-04-09,2011-04-16,2011-04-21,3578,1,3578
SO44373,32,2768,2011-04-10,2011-04-17,2011-04-22,3578,1,3578
SO44374,32,3158,2011-04-10,2011-04-17,2011-04-22,3578,1,3578
SO44375,32,3184,2011-04-10,2011-04-17,2011-04-22,3578,1,3578
SO44376,4,18400,2011-04-10,2011-04-17,2011-04-22,3375,1,3375
SO44377,32,17235,2011-04-10,2011-04-17,2011-04-22,3578,1,3578
SO44378,4,14904,2011-04-10,2011-04-17,2011-04-22,3375,1,3375
SO44379,6,81,2011-04-10,2011-04-17,2011-04-22,3375,1,3375
SO44380,32,6916,2011-04-10,2011-04-17,2011-04-22,3578,1,3578
SO44381,30,3192,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44382,10,342,2011-04-11,2011-04-18,2011-04-23,3400,1,3400
SO44383,32,17269,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44384,28,17297,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44385,31,17299,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44386,29,17588,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44387,6,97,2011-04-11,2011-04-18,2011-04-23,3375,1,3375
SO44388,32,6925,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44389,30,6926,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44390,31,6354,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44391,30,6731,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44392,31,6911,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44393,8,18399,2011-04-12,2011-04-19,2011-04-24,3400,1,3400
SO44394,30,17247,2011-04-12,2011-04-19,2011-04-24,3578,1,3578
SO44395,31,17340,2011-04-12,2011-04-19,2011-04-24,3578,1,3578
SO44396,8,14902,2011-04-12,2011-04-19,2011-04-24,3400,1,3400
SO44397,93,3597,2011-04-12,2011-04-19,2011-04-24,699,1,699
SO44398,29,6734,2011-04-12,2011-04-19,2011-04-24,3578,1,3578
SO44399,28,17241,2011-04-13,2011-04-20,2011-04-25,3578,1,3578
SO44400,29,17589,2011-04-13,2011-04-20,2011-04-25,3578,1,3578
SO44401,29,6516,2011-04-13,2011-04-20,2011-04-25,3578,1,3578
SO44402,31,2667,2011-04-14,2011-04-21,2011-04-26,3578,1,3578
SO44403,5,8845,2011-04-14,2011-04-21,2011-04-26,3375,1,3375
SO44404,31,17222,2011-04-15,2011-04-22,2011-04-27,3578,1,3578
SO44405,32,17225,2011-04-15,2011-04-22,2011-04-27,3578,1,3578
SO44406,30,17300,2011-04-15,2011-04-22,2011-04-27,3578,1,3578
SO44407,6,78,2011-04-15,2011-04-22,2011-04-27,3375,1,3375
SO44408,6,104,2011-04-15,2011-04-22,2011-04-27,3375,1,3375
SO44409,94,14564,2011-04-15,2011-04-22,2011-04-27,699,1,699
SO44410,32,17224,2011-04-16,2011-04-23,2011-04-28,3578,1,3578
SO44411,29,17585,2011-04-16,2011-04-23,2011-04-28,3578,1,3578
SO44412,4,101,2011-04-16,2011-04-23,2011-04-28,3375,1,3375
SO44413,32,2607,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44414,28,17341,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44415,29,17356,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44416,8,70,2011-04-17,2011-04-24,2011-04-29,3400,1,3400
SO44417,28,6918,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44418,28,6920,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44419,32,6353,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44420,28,6513,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44421,30,2608,2011-04-18,2011-04-25,2011-04-30,3578,1,3578
SO44422,91,8354,2011-04-18,2011-04-25,2011-04-30,699,1,699
SO44423,30,17587,2011-04-18,2011-04-25,2011-04-30,3578,1,3578
SO44424,29,6917,2011-04-18,2011-04-25,2011-04-30,3578,1,3578
SO44425,28,6505,2011-04-18,2011-04-25,2011-04-30,3578,1,3578
SO44426,31,2771,2011-04-19,2011-04-26,2011-05-01,3578,1,3578
SO44427,31,3147,2011-04-19,2011-04-26,2011-05-01,3578,1,3578
SO44428,30,17363,2011-04-19,2011-04-26,2011-05-01,3578,1,3578
SO44429,31,17584,2011-04-19,2011-04-26,2011-05-01,3578,1,3578
SO44430,30,6928,2011-04-19,2011-04-26,2011-05-01,3578,1,3578
SO44431,29,6726,2011-04-19,2011-04-26,2011-05-01,3578,1,3578
SO44432,31,3166,2011-04-20,2011-04-27,2011-05-02,3578,1,3578
SO44433,29,17271,2011-04-20,2011-04-27,2011-05-02,3578,1,3578
SO44434,32,17581,2011-04-20,2011-04-27,2011-05-02,3578,1,3578
SO44435,29,17574,2011-04-21,2011-04-28,2011-05-03,3578,1,3578
SO44436,95,15631,2011-04-21,2011-04-28,2011-05-03,699,1,699
SO44437,7,77,2011-04-21,2011-04-28,2011-05-03,3400,1,3400
SO44438,29,6910,2011-04-21,2011-04-28,2011-05-03,3578,1,3578
SO44439,32,3196,2011-04-22,2011-04-29,2011-05-04,3578,1,3578
SO44440,29,1262,2011-04-22,2011-04-29,2011-05-04,3578,1,3578
SO44441,29,11119,2011-04-22,2011-04-29,2011-05-04,3578,1,3578
SO44442,89,3600,2011-04-22,2011-04-29,2011-05-04,699,1,699
SO44443,32,6371,2011-04-22,2011-04-29,2011-05-04,3578,1,3578
SO44444,28,2698,2011-04-24,2011-05-01,2011-05-06,3578,1,3578
SO44445,31,6479,2011-04-25,2011-05-02,2011-05-07,3578,1,3578
SO44446,30,6915,2011-04-25,2011-05-02,2011-05-07,3578,1,3578
SO44447,29,1266,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44448,28,17265,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44449,29,17294,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44450,32,17295,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44451,30,17296,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44452,88,9165,2011-04-26,2011-05-03,2011-05-08,699,1,699
SO44453,32,6924,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44454,32,6927,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44455,29,6514,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44456,94,14561,2011-04-26,2011-05-03,2011-05-08,699,1,699
SO44457,28,17197,2011-04-27,2011-05-04,2011-05-09,3578,1,3578
SO44458,31,17248,2011-04-27,2011-05-04,2011-05-09,3578,1,3578
SO44459,31,17289,2011-04-27,2011-05-04,2011-05-09,3578,1,3578
SO44460,89,9151,2011-04-27,2011-05-04,2011-05-09,699,1,699
SO44461,30,6919,2011-04-27,2011-05-04,2011-05-09,3578,1,3578
SO44462,28,3156,2011-04-28,2011-05-05,2011-05-10,3578,1,3578
SO44463,88,8341,2011-04-28,2011-05-05,2011-05-10,699,1,699
SO44464,31,11121,2011-04-28,2011-05-05,2011-05-10,3578,1,3578
SO44465,94,3614,2011-04-28,2011-05-05,2011-05-10,699,1,699
SO44466,89,15641,2011-04-28,2011-05-05,2011-05-10,699,1,699
SO44467,9,71,2011-04-28,2011-05-05,2011-05-10,3400,1,3400
SO44468,6,76,2011-04-28,2011-05-05,2011-05-10,3375,1,3375
SO44469,31,6735,2011-04-28,2011-05-05,2011-05-10,3578,1,3578
SO44470,30,6736,2011-04-28,2011-05-05,2011-05-10,3578,1,3578
SO44471,95,14562,2011-04-28,2011-05-05,2011-05-10,699,1,699
SO44472,29,2686,2011-04-29,2011-05-06,2011-05-11,3578,1,3578
SO44473,29,17256,2011-04-29,2011-05-06,2011-05-11,3578,1,3578
SO44474,93,3602,2011-04-29,2011-05-06,2011-05-11,699,1,699
SO44475,8,102,2011-04-29,2011-05-06,2011-05-11,3400,1,3400
SO44476,31,6914,2011-04-29,2011-05-06,2011-05-11,3578,1,3578
SO44477,32,6923,2011-04-29,2011-05-06,2011-05-11,3578,1,3578
SO44478,31,6727,2011-04-29,2011-05-06,2011-05-11,3578,1,3578
SO44479,5,18392,2011-04-30,2011-05-07,2011-05-12,3375,1,3375
SO44480,5,14892,2011-04-30,2011-05-07,2011-05-12,3375,1,3375
SO44571,10,18450,2011-05-01,2011-05-08,2011-05-13,3400,1,3400
SO44572,31,17665,2011-05-01,2011-05-08,2011-05-13,3578,1,3578
SO44573,10,14918,2011-05-01,2011-05-08,2011-05-13,3400,1,3400
SO44574,4,108,2011-05-01,2011-05-08,2011-05-13,3375,1,3375
SO44575,7,111,2011-05-01,2011-05-08,2011-05-13,3400,1,3400
SO44576,30,17661,2011-05-01,2011-05-08,2011-05-13,3578,1,3578
SO44577,31,17668,2011-05-02,2011-05-09,2011-05-14,3578,1,3578
SO44578,31,17654,2011-05-02,2011-05-09,2011-05-14,3578,1,3578
SO44579,29,17663,2011-05-02,2011-05-09,2011-05-14,3578,1,3578
SO44580,31,2783,2011-05-03,2011-05-10,2011-05-15,3578,1,3578
SO44581,3,109,2011-05-03,2011-05-10,2011-05-15,3375,1,3375
SO44582,9,135,2011-05-03,2011-05-10,2011-05-15,3400,1,3400
SO44583,32,7211,2011-05-03,2011-05-10,2011-05-15,3578,1,3578
SO44584,30,17672,2011-05-04,2011-05-11,2011-05-16,3578,1,3578
SO44585,29,17791,2011-05-04,2011-05-11,2011-05-16,3578,1,3578
SO44586,31,17795,2011-05-04,2011-05-11,2011-05-16,3578,1,3578
SO44587,28,17628,2011-05-04,2011-05-11,2011-05-16,3578,1,3578
SO44588,87,15684,2011-05-04,2011-05-11,2011-05-16,699,1,699
SO44589,9,105,2011-05-04,2011-05-11,2011-05-16,3400,1,3400
SO44590,32,2796,2011-05-05,2011-05-12,2011-05-17,3578,1,3578
SO44591,93,6988,2011-05-05,2011-05-12,2011-05-17,699,1,699
SO44592,31,17762,2011-05-05,2011-05-12,2011-05-17,3578,1,3578
SO44593,30,17646,2011-05-05,2011-05-12,2011-05-17,3578,1,3578
SO44594,32,7251,2011-05-05,2011-05-12,2011-05-17,3578,1,3578
SO44595,8,125,2011-05-05,2011-05-12,2011-05-17,3400,1,3400
SO44596,30,7239,2011-05-05,2011-05-12,2011-05-17,3578,1,3578
SO44597,32,1291,2011-05-06,2011-05-13,2011-05-18,3578,1,3578
SO44598,3,18401,2011-05-06,2011-05-13,2011-05-18,3375,1,3375
SO44599,32,17793,2011-05-06,2011-05-13,2011-05-18,3578,1,3578
SO44600,31,7244,2011-05-06,2011-05-13,2011-05-18,3578,1,3578
SO44601,8,118,2011-05-06,2011-05-13,2011-05-18,3400,1,3400
SO44602,31,3703,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44603,87,9168,2011-05-07,2011-05-14,2011-05-19,699,1,699
SO44604,95,8365,2011-05-07,2011-05-14,2011-05-19,699,1,699
SO44605,31,17673,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44606,30,17773,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44607,32,17775,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44608,30,7201,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44609,28,7221,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44610,30,7242,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44611,31,2779,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44612,28,17676,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44613,30,17629,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44614,29,17651,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44615,31,17655,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44616,31,17656,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44617,30,17667,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44618,31,7206,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44619,29,2790,2011-05-09,2011-05-16,2011-05-21,3578,1,3578
SO44620,29,7205,2011-05-09,2011-05-16,2011-05-21,3578,1,3578
SO44621,30,7218,2011-05-09,2011-05-16,2011-05-21,3578,1,3578
SO44622,28,2772,2011-05-09,2011-05-16,2011-05-21,3578,1,3578
SO44623,29,1302,2011-05-10,2011-05-17,2011-05-22,3578,1,3578
SO44624,87,8358,2011-05-10,2011-05-17,2011-05-22,699,1,699
SO44625,31,17659,2011-05-10,2011-05-17,2011-05-22,3578,1,3578
SO44626,30,7273,2011-05-10,2011-05-17,2011-05-22,3578,1,3578
SO44627,4,110,2011-05-10,2011-05-17,2011-05-22,3375,1,3375
SO44628,3,357,2011-05-10,2011-05-17,2011-05-22,3375,1,3375
SO44629,28,7210,2011-05-10,2011-05-17,2011-05-22,3578,1,3578
SO44630,29,17766,2011-05-11,2011-05-18,2011-05-23,3578,1,3578
SO44631,32,17630,2011-05-11,2011-05-18,2011-05-23,3578,1,3578
SO44632,31,7197,2011-05-11,2011-05-18,2011-05-23,3578,1,3578
SO44633,32,7204,2011-05-11,2011-05-18,2011-05-23,3578,1,3578
SO44634,28,7214,2011-05-11,2011-05-18,2011-05-23,3578,1,3578
SO44635,32,7219,2011-05-11,2011-05-18,2011-05-23,3578,1,3578
SO44636,31,3706,2011-05-12,2011-05-19,2011-05-24,3578,1,3578
SO44637,28,17645,2011-05-12,2011-05-19,2011-05-24,3578,1,3578
SO44638,32,17652,2011-05-12,2011-05-19,2011-05-24,3578,1,3578
SO44639,93,3618,2011-05-12,2011-05-19,2011-05-24,699,1,699
SO44640,30,7247,2011-05-12,2011-05-19,2011-05-24,3578,1,3578
SO44641,30,7256,2011-05-12,2011-05-19,2011-05-24,3578,1,3578
SO44642,93,14568,2011-05-12,2011-05-19,2011-05-24,699,1,699
SO44643,31,1281,2011-05-13,2011-05-20,2011-05-25,3578,1,3578
SO44644,28,1280,2011-05-13,2011-05-20,2011-05-25,3578,1,3578
SO44645,7,345,2011-05-13,2011-05-20,2011-05-25,3400,1,3400
SO44646,7,18452,2011-05-13,2011-05-20,2011-05-25,3400,1,3400
SO44647,29,17771,2011-05-13,2011-05-20,2011-05-25,3578,1,3578
SO44648,7,14917,2011-05-13,2011-05-20,2011-05-25,3400,1,3400
SO44649,7,14925,2011-05-13,2011-05-20,2011-05-25,3400,1,3400
SO44650,6,148,2011-05-13,2011-05-20,2011-05-25,3375,1,3375
SO44651,30,3721,2011-05-14,2011-05-21,2011-05-26,3578,1,3578
SO44652,5,17408,2011-05-14,2011-05-21,2011-05-26,3375,1,3375
SO44653,91,9171,2011-05-14,2011-05-21,2011-05-26,699,1,699
SO44654,30,17620,2011-05-14,2011-05-21,2011-05-26,3578,1,3578
SO44655,9,106,2011-05-14,2011-05-21,2011-05-26,3400,1,3400
SO44656,28,7276,2011-05-14,2011-05-21,2011-05-26,3578,1,3578
SO44657,5,121,2011-05-14,2011-05-21,2011-05-26,3375,1,3375
SO44658,29,7202,2011-05-14,2011-05-21,2011-05-26,3578,1,3578
SO44659,30,7209,2011-05-14,2011-05-21,2011-05-26,3578,1,3578
SO44660,32,17776,2011-05-15,2011-05-22,2011-05-27,3578,1,3578
SO44661,90,3640,2011-05-15,2011-05-22,2011-05-27,699,1,699
SO44662,4,152,2011-05-15,2011-05-22,2011-05-27,3375,1,3375
SO44663,30,7213,2011-05-15,2011-05-22,2011-05-27,3578,1,3578
SO44664,28,7223,2011-05-15,2011-05-22,2011-05-27,3578,1,3578
SO44665,89,14565,2011-05-15,2011-05-22,2011-05-27,699,1,699
SO44666,30,17764,2011-05-16,2011-05-23,2011-05-28,3578,1,3578
SO44667,32,17796,2011-05-16,2011-05-23,2011-05-28,3578,1,3578
SO44668,30,17622,2011-05-16,2011-05-23,2011-05-28,3578,1,3578
SO44669,5,14943,2011-05-16,2011-05-23,2011-05-28,3375,1,3375
SO44670,30,7246,2011-05-16,2011-05-23,2011-05-28,3578,1,3578
SO44671,28,7269,2011-05-16,2011-05-23,2011-05-28,3578,1,3578
SO44672,32,7208,2011-05-16,2011-05-23,2011-05-28,3578,1,3578
SO44673,31,2791,2011-05-17,2011-05-24,2011-05-29,3578,1,3578
SO44674,31,17636,2011-05-17,2011-05-24,2011-05-29,3578,1,3578
SO44675,90,14567,2011-05-17,2011-05-24,2011-05-29,699,1,699
SO44676,29,7199,2011-05-17,2011-05-24,2011-05-29,3578,1,3578
SO44677,32,11234,2011-05-18,2011-05-25,2011-05-30,3578,1,3578
SO44678,32,11122,2011-05-18,2011-05-25,2011-05-30,3578,1,3578
SO44679,9,107,2011-05-18,2011-05-25,2011-05-30,3400,1,3400
SO44680,29,1297,2011-05-19,2011-05-26,2011-05-31,3578,1,3578
SO44681,87,6983,2011-05-19,2011-05-26,2011-05-31,699,1,699
SO44682,32,17798,2011-05-19,2011-05-26,2011-05-31,3578,1,3578
